contrast,parcel,cluster,NETWORK,GLASSERLABELNAME,HEMISPHERE,prop
FEEDBACK_CUE_AVG,43,1,Cingulo-Opercular,L_SCEF_ROI,L,1
FEEDBACK_CUE_AVG,44,1,Cingulo-Opercular,L_6ma_ROI,L,0.98876404494382
FEEDBACK_CUE_AVG,45,1,Cingulo-Opercular,L_7Am_ROI,L,0.903846153846154
FEEDBACK_CUE_AVG,46,1,Dorsal-Attention,L_7PL_ROI,L,1
FEEDBACK_CUE_AVG,47,1,Somatomotor,L_7PC_ROI,L,0.953216374269006
FEEDBACK_CUE_AVG,48,1,Visual2,L_LIPv_ROI,L,1
FEEDBACK_CUE_AVG,49,1,Visual2,L_VIP_ROI,L,1
FEEDBACK_CUE_AVG,50,1,Dorsal-Attention,L_MIP_ROI,L,1
FEEDBACK_CUE_AVG,51,1,Somatomotor,L_1_ROI,L,0.910224438902743
FEEDBACK_CUE_AVG,52,1,Somatomotor,L_2_ROI,L,0.973867595818815
FEEDBACK_CUE_AVG,53,1,Somatomotor,L_3a_ROI,L,0.537704918032787
FEEDBACK_CUE_AVG,54,1,Somatomotor,L_6d_ROI,L,1
FEEDBACK_CUE_AVG,55,1,Somatomotor,L_6mp_ROI,L,0.895348837209302
FEEDBACK_CUE_AVG,56,1,Somatomotor,L_6v_ROI,L,1
FEEDBACK_CUE_AVG,57,1,Cingulo-Opercular,L_p24pr_ROI,L,0.740740740740741
FEEDBACK_CUE_AVG,58,1,Cingulo-Opercular,L_33pr_ROI,L,0.981818181818182
FEEDBACK_CUE_AVG,59,1,Cingulo-Opercular,L_a24pr_ROI,L,0.829787234042553
FEEDBACK_CUE_AVG,60,1,Cingulo-Opercular,L_p32pr_ROI,L,1
FEEDBACK_CUE_AVG,66,3,Default,L_47m_ROI,L,0.566037735849057
FEEDBACK_CUE_AVG,68,1,Default,L_8Ad_ROI,L,0.900826446280992
FEEDBACK_CUE_AVG,72,1,Default,L_10d_ROI,L,0.640522875816993
FEEDBACK_CUE_AVG,73,1,Frontoparietal,L_8C_ROI,L,0.75875486381323
FEEDBACK_CUE_AVG,74,1,Language,L_44_ROI,L,0.503597122302158
FEEDBACK_CUE_AVG,78,1,Cingulo-Opercular,L_6r_ROI,L,0.909090909090909
FEEDBACK_CUE_AVG,79,1,Language,L_IFJa_ROI,L,1
FEEDBACK_CUE_AVG,80,1,Frontoparietal,L_IFJp_ROI,L,1
FEEDBACK_CUE_AVG,81,1,Language,L_IFSp_ROI,L,1
FEEDBACK_CUE_AVG,82,1,Frontoparietal,L_IFSa_ROI,L,0.836477987421384
FEEDBACK_CUE_AVG,83,1,Frontoparietal,L_p9-46v_ROI,L,0.671875
FEEDBACK_CUE_AVG,84,1,Cingulo-Opercular,L_46_ROI,L,0.690140845070423
FEEDBACK_CUE_AVG,86,1,Cingulo-Opercular,L_9-46d_ROI,L,0.711610486891386
FEEDBACK_CUE_AVG,94,1003,Default,L_47s_ROI,L,0.605042016806723
FEEDBACK_CUE_AVG,95,1,Dorsal-Attention,L_LIPd_ROI,L,1
FEEDBACK_CUE_AVG,96,1,Dorsal-Attention,L_6a_ROI,L,1
FEEDBACK_CUE_AVG,97,1,Frontoparietal,L_i6-8_ROI,L,1
FEEDBACK_CUE_AVG,98,1,Frontoparietal,L_s6-8_ROI,L,0.872727272727273
FEEDBACK_CUE_AVG,99,1,Cingulo-Opercular,L_43_ROI,L,0.579365079365079
FEEDBACK_CUE_AVG,100,1,Somatomotor,L_OP4_ROI,L,0.75
FEEDBACK_CUE_AVG,101,1,Somatomotor,L_OP1_ROI,L,1
FEEDBACK_CUE_AVG,102,1,Somatomotor,L_OP2-3_ROI,L,0.673758865248227
FEEDBACK_CUE_AVG,105,1,Cingulo-Opercular,L_PFcm_ROI,L,0.687022900763359
FEEDBACK_CUE_AVG,108,1,Cingulo-Opercular,L_FOP4_ROI,L,0.557603686635945
FEEDBACK_CUE_AVG,113,1,Cingulo-Opercular,L_FOP1_ROI,L,0.9
FEEDBACK_CUE_AVG,114,1,Cingulo-Opercular,L_FOP3_ROI,L,0.797619047619048
FEEDBACK_CUE_AVG,115,1,Somatomotor,L_FOP2_ROI,L,1
FEEDBACK_CUE_AVG,116,1,Dorsal-Attention,L_PFt_ROI,L,0.8
FEEDBACK_CUE_AVG,117,1,Dorsal-Attention,L_AIP_ROI,L,1
FEEDBACK_CUE_AVG,119,1,Default,L_PreS_ROI,L,0.729559748427673
FEEDBACK_CUE_AVG,121,1,Visual1,L_ProS_ROI,L,0.898550724637681
FEEDBACK_CUE_AVG,122,1,Ventral-Multimodal,L_PeEc_ROI,L,0.706122448979592
FEEDBACK_CUE_AVG,123,1,Language,L_STGa_ROI,L,0.982456140350877
FEEDBACK_CUE_AVG,124,1001,Auditory,L_PBelt_ROI,L,0.810975609756098
FEEDBACK_CUE_AVG,125,1,Language,L_A5_ROI,L,0.826086956521739
FEEDBACK_CUE_AVG,126,1,Default,L_PHA1_ROI,L,0.953703703703704
FEEDBACK_CUE_AVG,127,1,Dorsal-Attention,L_PHA3_ROI,L,1
FEEDBACK_CUE_AVG,128,1,Language,L_STSda_ROI,L,1
FEEDBACK_CUE_AVG,129,1,Language,L_STSdp_ROI,L,1
FEEDBACK_CUE_AVG,130,1,Default,L_STSvp_ROI,L,0.5625
FEEDBACK_CUE_AVG,133,1,Frontoparietal,L_TE1p_ROI,L,0.865546218487395
FEEDBACK_CUE_AVG,135,1,Ventral-Multimodal,L_TF_ROI,L,0.773648648648649
FEEDBACK_CUE_AVG,136,1,Dorsal-Attention,L_TE2p_ROI,L,0.88
FEEDBACK_CUE_AVG,137,1,Dorsal-Attention,L_PHT_ROI,L,0.93956043956044
FEEDBACK_CUE_AVG,138,1,Visual2,L_PH_ROI,L,1
FEEDBACK_CUE_AVG,139,1,Language,L_TPOJ1_ROI,L,0.983425414364641
FEEDBACK_CUE_AVG,140,1,Posterior-Multimodal,L_TPOJ2_ROI,L,1
FEEDBACK_CUE_AVG,141,1,Posterior-Multimodal,L_TPOJ3_ROI,L,1
FEEDBACK_CUE_AVG,142,1,Visual1,L_DVT_ROI,L,1
FEEDBACK_CUE_AVG,143,1,Dorsal-Attention,L_PGp_ROI,L,0.897959183673469
FEEDBACK_CUE_AVG,144,1,Frontoparietal,L_IP2_ROI,L,1
FEEDBACK_CUE_AVG,145,1,Frontoparietal,L_IP1_ROI,L,1
FEEDBACK_CUE_AVG,146,1,Dorsal-Attention,L_IP0_ROI,L,1
FEEDBACK_CUE_AVG,148,1,Cingulo-Opercular,L_PF_ROI,L,0.763440860215054
FEEDBACK_CUE_AVG,149,1,Frontoparietal,L_PFm_ROI,L,0.540275049115914
FEEDBACK_CUE_AVG,150,1,Default,L_PGi_ROI,L,0.706976744186047
FEEDBACK_CUE_AVG,151,1,Default,L_PGs_ROI,L,0.950819672131147
FEEDBACK_CUE_AVG,152,1,Visual2,L_V6A_ROI,L,1
FEEDBACK_CUE_AVG,153,1,Visual2,L_VMV1_ROI,L,1
FEEDBACK_CUE_AVG,154,1,Visual2,L_VMV3_ROI,L,1
FEEDBACK_CUE_AVG,155,1,Default,L_PHA2_ROI,L,0.911764705882353
FEEDBACK_CUE_AVG,156,1,Visual2,L_V4t_ROI,L,1
FEEDBACK_CUE_AVG,157,1,Visual2,L_FST_ROI,L,1
FEEDBACK_CUE_AVG,158,1,Visual2,L_V3CD_ROI,L,1
FEEDBACK_CUE_AVG,159,1,Visual2,L_LO3_ROI,L,1
FEEDBACK_CUE_AVG,160,1,Visual2,L_VMV2_ROI,L,1
FEEDBACK_CUE_AVG,161,1,Default,L_31pd_ROI,L,0.916666666666667
FEEDBACK_CUE_AVG,162,1,Default,L_31a_ROI,L,1
FEEDBACK_CUE_AVG,163,1,Visual2,L_VVC_ROI,L,1
FEEDBACK_CUE_AVG,164,2,Default,L_25_ROI,L,0.636363636363636
FEEDBACK_CUE_AVG,165,2,Default,L_s32_ROI,L,1
FEEDBACK_CUE_AVG,168,1,Somatomotor,L_Ig_ROI,L,0.830769230769231
FEEDBACK_CUE_AVG,170,1,Frontoparietal,L_p10p_ROI,L,0.909090909090909
FEEDBACK_CUE_AVG,173,1001,Auditory,L_MBelt_ROI,L,0.835164835164835
FEEDBACK_CUE_AVG,175,1001,Auditory,L_A4_ROI,L,0.519607843137255
FEEDBACK_CUE_AVG,176,1,Default,L_STSva_ROI,L,0.627906976744186
FEEDBACK_CUE_AVG,181,4,Visual1,R_V1_ROI,R,0.9428208386277
FEEDBACK_CUE_AVG,182,4,Visual2,R_MST_ROI,R,1
FEEDBACK_CUE_AVG,183,4,Visual2,R_V6_ROI,R,1
FEEDBACK_CUE_AVG,184,4,Visual2,R_V2_ROI,R,0.985024958402662
FEEDBACK_CUE_AVG,185,4,Visual2,R_V3_ROI,R,0.988472622478386
FEEDBACK_CUE_AVG,186,4,Visual2,R_V4_ROI,R,1
FEEDBACK_CUE_AVG,187,4,Visual2,R_V8_ROI,R,1
FEEDBACK_CUE_AVG,190,4,Cingulo-Opercular,R_FEF_ROI,R,0.977653631284916
FEEDBACK_CUE_AVG,191,4,Cingulo-Opercular,R_PEF_ROI,R,1
FEEDBACK_CUE_AVG,192,4,Language,R_55b_ROI,R,0.934579439252336
FEEDBACK_CUE_AVG,193,4,Visual2,R_V3A_ROI,R,1
FEEDBACK_CUE_AVG,194,4,Frontoparietal,R_RSC_ROI,R,1
FEEDBACK_CUE_AVG,195,4,Frontoparietal,R_POS2_ROI,R,1
FEEDBACK_CUE_AVG,196,4,Visual2,R_V7_ROI,R,1
FEEDBACK_CUE_AVG,197,4,Visual2,R_IPS1_ROI,R,1
FEEDBACK_CUE_AVG,198,4,Visual2,R_FFC_ROI,R,1
FEEDBACK_CUE_AVG,199,4,Visual2,R_V3B_ROI,R,1
FEEDBACK_CUE_AVG,200,4,Visual2,R_LO1_ROI,R,1
FEEDBACK_CUE_AVG,201,4,Visual2,R_LO2_ROI,R,1
FEEDBACK_CUE_AVG,202,4,Visual2,R_PIT_ROI,R,1
FEEDBACK_CUE_AVG,203,4,Visual2,R_MT_ROI,R,1
FEEDBACK_CUE_AVG,207,4,Posterior-Multimodal,R_PCV_ROI,R,1
FEEDBACK_CUE_AVG,208,4,Posterior-Multimodal,R_STV_ROI,R,0.993243243243243
FEEDBACK_CUE_AVG,209,4,Frontoparietal,R_7Pm_ROI,R,1
FEEDBACK_CUE_AVG,210,4,Default,R_7m_ROI,R,1
FEEDBACK_CUE_AVG,211,4,Default,R_POS1_ROI,R,0.981132075471698
FEEDBACK_CUE_AVG,212,4,Default,R_23d_ROI,R,0.672566371681416
FEEDBACK_CUE_AVG,213,4,Default,R_v23ab_ROI,R,1
FEEDBACK_CUE_AVG,214,4,Default,R_d23ab_ROI,R,1
FEEDBACK_CUE_AVG,215,4,Default,R_31pv_ROI,R,0.990990990990991
FEEDBACK_CUE_AVG,216,4,Somatomotor,R_5m_ROI,R,0.907894736842105
FEEDBACK_CUE_AVG,217,4,Cingulo-Opercular,R_5mv_ROI,R,0.7
FEEDBACK_CUE_AVG,218,4,Cingulo-Opercular,R_23c_ROI,R,0.9182156133829
FEEDBACK_CUE_AVG,219,4,Somatomotor,R_5L_ROI,R,0.66497461928934
FEEDBACK_CUE_AVG,220,4,Somatomotor,R_24dd_ROI,R,0.766129032258065
FEEDBACK_CUE_AVG,221,4,Somatomotor,R_24dv_ROI,R,0.904458598726115
FEEDBACK_CUE_AVG,222,4,Somatomotor,R_7AL_ROI,R,0.526946107784431
FEEDBACK_CUE_AVG,223,4,Cingulo-Opercular,R_SCEF_ROI,R,0.989637305699482
FEEDBACK_CUE_AVG,225,4,Cingulo-Opercular,R_7Am_ROI,R,0.954081632653061
FEEDBACK_CUE_AVG,226,4,Dorsal-Attention,R_7PL_ROI,R,1
FEEDBACK_CUE_AVG,228,4,Visual2,R_LIPv_ROI,R,1
FEEDBACK_CUE_AVG,229,4,Visual2,R_VIP_ROI,R,0.954954954954955
FEEDBACK_CUE_AVG,230,4,Dorsal-Attention,R_MIP_ROI,R,1
FEEDBACK_CUE_AVG,231,4,Somatomotor,R_1_ROI,R,0.749354005167959
FEEDBACK_CUE_AVG,232,4,Somatomotor,R_2_ROI,R,0.658653846153846
FEEDBACK_CUE_AVG,234,4,Somatomotor,R_6d_ROI,R,0.887640449438202
FEEDBACK_CUE_AVG,235,4,Somatomotor,R_6mp_ROI,R,0.546468401486989
FEEDBACK_CUE_AVG,236,4,Somatomotor,R_6v_ROI,R,0.863247863247863
FEEDBACK_CUE_AVG,237,4,Cingulo-Opercular,R_p24pr_ROI,R,0.695652173913044
FEEDBACK_CUE_AVG,238,4,Frontoparietal,R_33pr_ROI,R,0.746666666666667
FEEDBACK_CUE_AVG,239,4,Cingulo-Opercular,R_a24pr_ROI,R,0.509433962264151
FEEDBACK_CUE_AVG,240,4,Cingulo-Opercular,R_p32pr_ROI,R,0.992753623188406
FEEDBACK_CUE_AVG,244,6,Default,R_p32_ROI,R,0.534653465346535
FEEDBACK_CUE_AVG,245,6,Default,R_10r_ROI,R,0.878378378378378
FEEDBACK_CUE_AVG,248,4,Default,R_8Ad_ROI,R,0.9581589958159
FEEDBACK_CUE_AVG,253,4,Frontoparietal,R_8C_ROI,R,0.563786008230453
FEEDBACK_CUE_AVG,259,4,Language,R_IFJa_ROI,R,1
FEEDBACK_CUE_AVG,260,4,Frontoparietal,R_IFJp_ROI,R,1
FEEDBACK_CUE_AVG,261,4,Frontoparietal,R_IFSp_ROI,R,1
FEEDBACK_CUE_AVG,262,4,Cingulo-Opercular,R_IFSa_ROI,R,0.628205128205128
FEEDBACK_CUE_AVG,274,1008,Default,R_47s_ROI,R,0.595890410958904
FEEDBACK_CUE_AVG,275,4,Dorsal-Attention,R_LIPd_ROI,R,1
FEEDBACK_CUE_AVG,276,4,Dorsal-Attention,R_6a_ROI,R,0.837758112094395
FEEDBACK_CUE_AVG,277,4,Frontoparietal,R_i6-8_ROI,R,0.828282828282828
FEEDBACK_CUE_AVG,280,4,Somatomotor,R_OP4_ROI,R,0.548837209302326
FEEDBACK_CUE_AVG,281,4,Somatomotor,R_OP1_ROI,R,0.793478260869565
FEEDBACK_CUE_AVG,282,4,Somatomotor,R_OP2-3_ROI,R,0.770114942528736
FEEDBACK_CUE_AVG,290,4,Orbito-Affective,R_Pir_ROI,R,0.847715736040609
FEEDBACK_CUE_AVG,293,4,Cingulo-Opercular,R_FOP1_ROI,R,0.633802816901409
FEEDBACK_CUE_AVG,295,4,Somatomotor,R_FOP2_ROI,R,0.534883720930233
FEEDBACK_CUE_AVG,298,4,Default,R_EC_ROI,R,0.511627906976744
FEEDBACK_CUE_AVG,299,4,Default,R_PreS_ROI,R,0.816568047337278
FEEDBACK_CUE_AVG,300,4,Default,R_H_ROI,R,0.668269230769231
FEEDBACK_CUE_AVG,301,4,Visual1,R_ProS_ROI,R,1
FEEDBACK_CUE_AVG,302,4,Ventral-Multimodal,R_PeEc_ROI,R,0.650641025641026
FEEDBACK_CUE_AVG,303,4,Language,R_STGa_ROI,R,1
FEEDBACK_CUE_AVG,304,1006,Auditory,R_PBelt_ROI,R,0.666666666666667
FEEDBACK_CUE_AVG,305,4,Language,R_A5_ROI,R,0.507537688442211
FEEDBACK_CUE_AVG,306,4,Default,R_PHA1_ROI,R,0.928571428571429
FEEDBACK_CUE_AVG,307,4,Dorsal-Attention,R_PHA3_ROI,R,1
FEEDBACK_CUE_AVG,308,4,Default,R_STSda_ROI,R,1
FEEDBACK_CUE_AVG,309,4,Language,R_STSdp_ROI,R,0.976190476190476
FEEDBACK_CUE_AVG,310,4,Default,R_STSvp_ROI,R,0.562913907284768
FEEDBACK_CUE_AVG,313,4,Frontoparietal,R_TE1p_ROI,R,0.685840707964602
FEEDBACK_CUE_AVG,315,4,Ventral-Multimodal,R_TF_ROI,R,0.865814696485623
FEEDBACK_CUE_AVG,316,4,Dorsal-Attention,R_TE2p_ROI,R,0.924137931034483
FEEDBACK_CUE_AVG,317,4,Dorsal-Attention,R_PHT_ROI,R,1
FEEDBACK_CUE_AVG,318,4,Visual2,R_PH_ROI,R,1
FEEDBACK_CUE_AVG,319,4,Language,R_TPOJ1_ROI,R,0.949494949494949
FEEDBACK_CUE_AVG,320,4,Posterior-Multimodal,R_TPOJ2_ROI,R,1
FEEDBACK_CUE_AVG,321,4,Posterior-Multimodal,R_TPOJ3_ROI,R,1
FEEDBACK_CUE_AVG,322,4,Visual1,R_DVT_ROI,R,1
FEEDBACK_CUE_AVG,323,4,Dorsal-Attention,R_PGp_ROI,R,1
FEEDBACK_CUE_AVG,324,4,Frontoparietal,R_IP2_ROI,R,0.628440366972477
FEEDBACK_CUE_AVG,325,4,Frontoparietal,R_IP1_ROI,R,1
FEEDBACK_CUE_AVG,326,4,Dorsal-Attention,R_IP0_ROI,R,1
FEEDBACK_CUE_AVG,330,4,Default,R_PGi_ROI,R,0.612732095490716
FEEDBACK_CUE_AVG,331,4,Default,R_PGs_ROI,R,0.679425837320574
FEEDBACK_CUE_AVG,332,4,Visual2,R_V6A_ROI,R,1
FEEDBACK_CUE_AVG,333,4,Visual2,R_VMV1_ROI,R,1
FEEDBACK_CUE_AVG,334,4,Visual2,R_VMV3_ROI,R,1
FEEDBACK_CUE_AVG,335,4,Default,R_PHA2_ROI,R,1
FEEDBACK_CUE_AVG,336,4,Visual2,R_V4t_ROI,R,1
FEEDBACK_CUE_AVG,337,4,Visual2,R_FST_ROI,R,1
FEEDBACK_CUE_AVG,338,4,Visual2,R_V3CD_ROI,R,1
FEEDBACK_CUE_AVG,339,4,Visual2,R_LO3_ROI,R,1
FEEDBACK_CUE_AVG,340,4,Visual2,R_VMV2_ROI,R,1
FEEDBACK_CUE_AVG,341,4,Default,R_31pd_ROI,R,1
FEEDBACK_CUE_AVG,342,4,Frontoparietal,R_31a_ROI,R,1
FEEDBACK_CUE_AVG,343,4,Visual2,R_VVC_ROI,R,1
FEEDBACK_CUE_AVG,344,6,Default,R_25_ROI,R,0.612903225806452
FEEDBACK_CUE_AVG,345,6,Default,R_s32_ROI,R,1
FEEDBACK_CUE_AVG,348,4,Somatomotor,R_Ig_ROI,R,0.669354838709677
FEEDBACK_CUE_AVG,350,7,Frontoparietal,R_p10p_ROI,R,0.668918918918919
FEEDBACK_CUE_AVG,354,1006,Auditory,R_LBelt_ROI,R,0.611764705882353
FEEDBACK_CUE_AVG,356,4,Default,R_STSva_ROI,R,0.950617283950617
FEEDBACK_CUE_AVG,359,4,Cingulo-Opercular,R_a32pr_ROI,R,0.52755905511811
FEEDBACK_HIGH_LOSE,1,1001,Visual1,L_V1_ROI,L,0.921780986762936
FEEDBACK_HIGH_LOSE,4,1001,Visual2,L_V2_ROI,L,0.948303715670436
FEEDBACK_HIGH_LOSE,5,1001,Visual2,L_V3_ROI,L,0.818991097922849
FEEDBACK_HIGH_LOSE,6,1001,Visual2,L_V4_ROI,L,0.994459833795014
FEEDBACK_HIGH_LOSE,7,1001,Visual2,L_V8_ROI,L,1
FEEDBACK_HIGH_LOSE,9,1,Somatomotor,L_3b_ROI,L,0.757839721254355
FEEDBACK_HIGH_LOSE,11,1006,Dorsal-Attention,L_PEF_ROI,L,0.583333333333333
FEEDBACK_HIGH_LOSE,13,1001,Visual2,L_V3A_ROI,L,0.801324503311258
FEEDBACK_HIGH_LOSE,14,1,Frontoparietal,L_RSC_ROI,L,0.644549763033175
FEEDBACK_HIGH_LOSE,16,1001,Visual2,L_V7_ROI,L,0.795454545454545
FEEDBACK_HIGH_LOSE,17,1001,Visual2,L_IPS1_ROI,L,0.637037037037037
FEEDBACK_HIGH_LOSE,18,1001,Visual2,L_FFC_ROI,L,0.993377483443709
FEEDBACK_HIGH_LOSE,19,1001,Visual2,L_V3B_ROI,L,1
FEEDBACK_HIGH_LOSE,20,1001,Visual2,L_LO1_ROI,L,1
FEEDBACK_HIGH_LOSE,21,1001,Visual2,L_LO2_ROI,L,1
FEEDBACK_HIGH_LOSE,22,1001,Visual2,L_PIT_ROI,L,1
FEEDBACK_HIGH_LOSE,24,1,Auditory,L_A1_ROI,L,0.714285714285714
FEEDBACK_HIGH_LOSE,30,1,Default,L_7m_ROI,L,0.653846153846154
FEEDBACK_HIGH_LOSE,31,1,Default,L_POS1_ROI,L,0.955555555555556
FEEDBACK_HIGH_LOSE,32,1,Default,L_23d_ROI,L,0.555555555555556
FEEDBACK_HIGH_LOSE,33,1,Default,L_v23ab_ROI,L,1
FEEDBACK_HIGH_LOSE,34,1,Default,L_d23ab_ROI,L,0.852272727272727
FEEDBACK_HIGH_LOSE,35,1,Default,L_31pv_ROI,L,0.990825688073395
FEEDBACK_HIGH_LOSE,36,1,Somatomotor,L_5m_ROI,L,0.955357142857143
FEEDBACK_HIGH_LOSE,37,1,Cingulo-Opercular,L_5mv_ROI,L,1
FEEDBACK_HIGH_LOSE,38,1,Cingulo-Opercular,L_23c_ROI,L,1
FEEDBACK_HIGH_LOSE,39,1,Somatomotor,L_5L_ROI,L,0.99468085106383
FEEDBACK_HIGH_LOSE,40,1,Somatomotor,L_24dd_ROI,L,0.905829596412556
FEEDBACK_HIGH_LOSE,41,1,Somatomotor,L_24dv_ROI,L,0.900709219858156
FEEDBACK_HIGH_LOSE,42,1,Somatomotor,L_7AL_ROI,L,1
FEEDBACK_HIGH_LOSE,43,1002,Cingulo-Opercular,L_SCEF_ROI,L,0.532019704433498
FEEDBACK_HIGH_LOSE,45,1,Cingulo-Opercular,L_7Am_ROI,L,0.567307692307692
FEEDBACK_HIGH_LOSE,46,1001,Dorsal-Attention,L_7PL_ROI,L,0.701030927835052
FEEDBACK_HIGH_LOSE,47,1,Somatomotor,L_7PC_ROI,L,0.871345029239766
FEEDBACK_HIGH_LOSE,48,1001,Visual2,L_LIPv_ROI,L,0.523076923076923
FEEDBACK_HIGH_LOSE,50,1001,Dorsal-Attention,L_MIP_ROI,L,0.937106918238994
FEEDBACK_HIGH_LOSE,51,1,Somatomotor,L_1_ROI,L,0.85286783042394
FEEDBACK_HIGH_LOSE,52,1,Somatomotor,L_2_ROI,L,0.975609756097561
FEEDBACK_HIGH_LOSE,54,1,Somatomotor,L_6d_ROI,L,0.779220779220779
FEEDBACK_HIGH_LOSE,55,1,Somatomotor,L_6mp_ROI,L,0.86046511627907
FEEDBACK_HIGH_LOSE,57,1,Cingulo-Opercular,L_p24pr_ROI,L,0.876543209876543
FEEDBACK_HIGH_LOSE,59,1,Cingulo-Opercular,L_a24pr_ROI,L,0.638297872340426
FEEDBACK_HIGH_LOSE,61,5,Default,L_a24_ROI,L,0.566666666666667
FEEDBACK_HIGH_LOSE,64,5,Default,L_p32_ROI,L,0.818181818181818
FEEDBACK_HIGH_LOSE,65,5,Default,L_10r_ROI,L,1
FEEDBACK_HIGH_LOSE,66,4,Default,L_47m_ROI,L,1
FEEDBACK_HIGH_LOSE,68,7,Default,L_8Ad_ROI,L,0.797520661157025
FEEDBACK_HIGH_LOSE,72,5,Default,L_10d_ROI,L,0.915032679738562
FEEDBACK_HIGH_LOSE,73,1006,Frontoparietal,L_8C_ROI,L,0.653696498054475
FEEDBACK_HIGH_LOSE,80,1006,Frontoparietal,L_IFJp_ROI,L,0.850574712643678
FEEDBACK_HIGH_LOSE,83,1006,Frontoparietal,L_p9-46v_ROI,L,0.53125
FEEDBACK_HIGH_LOSE,88,5,Default,L_10v_ROI,L,0.593984962406015
FEEDBACK_HIGH_LOSE,95,1001,Dorsal-Attention,L_LIPd_ROI,L,1
FEEDBACK_HIGH_LOSE,99,1,Cingulo-Opercular,L_43_ROI,L,0.73015873015873
FEEDBACK_HIGH_LOSE,100,1,Somatomotor,L_OP4_ROI,L,0.834905660377359
FEEDBACK_HIGH_LOSE,101,1,Somatomotor,L_OP1_ROI,L,1
FEEDBACK_HIGH_LOSE,102,1,Somatomotor,L_OP2-3_ROI,L,0.964539007092199
FEEDBACK_HIGH_LOSE,103,1,Auditory,L_52_ROI,L,1
FEEDBACK_HIGH_LOSE,104,1,Auditory,L_RI_ROI,L,0.892682926829268
FEEDBACK_HIGH_LOSE,105,1,Cingulo-Opercular,L_PFcm_ROI,L,0.931297709923664
FEEDBACK_HIGH_LOSE,106,1,Cingulo-Opercular,L_PoI2_ROI,L,0.944099378881988
FEEDBACK_HIGH_LOSE,107,1,Auditory,L_TA2_ROI,L,0.549295774647887
FEEDBACK_HIGH_LOSE,111,1005,Frontoparietal,L_AVI_ROI,L,0.904761904761905
FEEDBACK_HIGH_LOSE,113,1,Cingulo-Opercular,L_FOP1_ROI,L,0.98
FEEDBACK_HIGH_LOSE,114,1,Cingulo-Opercular,L_FOP3_ROI,L,0.952380952380952
FEEDBACK_HIGH_LOSE,115,1,Somatomotor,L_FOP2_ROI,L,0.865384615384615
FEEDBACK_HIGH_LOSE,116,1,Dorsal-Attention,L_PFt_ROI,L,0.882051282051282
FEEDBACK_HIGH_LOSE,121,1001,Visual1,L_ProS_ROI,L,0.710144927536232
FEEDBACK_HIGH_LOSE,124,1,Auditory,L_PBelt_ROI,L,0.963414634146341
FEEDBACK_HIGH_LOSE,125,1004,Language,L_A5_ROI,L,0.521739130434783
FEEDBACK_HIGH_LOSE,129,1004,Language,L_STSdp_ROI,L,0.788944723618091
FEEDBACK_HIGH_LOSE,137,2,Dorsal-Attention,L_PHT_ROI,L,0.620879120879121
FEEDBACK_HIGH_LOSE,138,1001,Visual2,L_PH_ROI,L,0.684444444444444
FEEDBACK_HIGH_LOSE,140,2,Posterior-Multimodal,L_TPOJ2_ROI,L,0.544871794871795
FEEDBACK_HIGH_LOSE,141,2,Posterior-Multimodal,L_TPOJ3_ROI,L,0.511904761904762
FEEDBACK_HIGH_LOSE,144,1001,Frontoparietal,L_IP2_ROI,L,0.717171717171717
FEEDBACK_HIGH_LOSE,145,1001,Frontoparietal,L_IP1_ROI,L,0.55026455026455
FEEDBACK_HIGH_LOSE,146,1001,Dorsal-Attention,L_IP0_ROI,L,0.666666666666667
FEEDBACK_HIGH_LOSE,147,1,Cingulo-Opercular,L_PFop_ROI,L,1
FEEDBACK_HIGH_LOSE,148,1,Cingulo-Opercular,L_PF_ROI,L,0.57258064516129
FEEDBACK_HIGH_LOSE,151,2,Default,L_PGs_ROI,L,0.665573770491803
FEEDBACK_HIGH_LOSE,153,1001,Visual2,L_VMV1_ROI,L,0.897727272727273
FEEDBACK_HIGH_LOSE,154,1001,Visual2,L_VMV3_ROI,L,1
FEEDBACK_HIGH_LOSE,155,6,Default,L_PHA2_ROI,L,0.794117647058824
FEEDBACK_HIGH_LOSE,156,1001,Visual2,L_V4t_ROI,L,1
FEEDBACK_HIGH_LOSE,157,2,Visual2,L_FST_ROI,L,0.551020408163265
FEEDBACK_HIGH_LOSE,158,1001,Visual2,L_V3CD_ROI,L,1
FEEDBACK_HIGH_LOSE,159,1001,Visual2,L_LO3_ROI,L,0.7
FEEDBACK_HIGH_LOSE,160,1001,Visual2,L_VMV2_ROI,L,0.717391304347826
FEEDBACK_HIGH_LOSE,161,1,Default,L_31pd_ROI,L,0.962962962962963
FEEDBACK_HIGH_LOSE,162,1,Default,L_31a_ROI,L,1
FEEDBACK_HIGH_LOSE,163,1001,Visual2,L_VVC_ROI,L,1
FEEDBACK_HIGH_LOSE,165,5,Default,L_s32_ROI,L,0.592592592592593
FEEDBACK_HIGH_LOSE,167,1,Cingulo-Opercular,L_PoI1_ROI,L,1
FEEDBACK_HIGH_LOSE,168,1,Somatomotor,L_Ig_ROI,L,0.984615384615385
FEEDBACK_HIGH_LOSE,173,1,Auditory,L_MBelt_ROI,L,0.89010989010989
FEEDBACK_HIGH_LOSE,174,1,Auditory,L_LBelt_ROI,L,0.973684210526316
FEEDBACK_HIGH_LOSE,175,1,Auditory,L_A4_ROI,L,0.57843137254902
